#,ML #,Change,PType,St,HOA Type,Year Built,HOA Fee Frequency,Lot Size,HOA Fee,Property Type,Close Date,Original List Price,Close Price,List Price,Original Mortgage Date,Withdrawn Date,Listing Contract Date,Days On Market,Subdivision Name,SqFt,Beds Total,Bath Total,GAR/CP/TCP,Acres,Pool YN,Address,City,Latitude,Longitude,Current Price
501,20181765,,RESI,Active,Mandatory,2022,Seasonal,Less Than .5 Acre (not Zero),$250 ,Residential,,"$293,490 ",,"$293,490 ",,,10/7/2022,12,Wellington Farms,"1,566",4,2,2/0/2,0.1,No,15136 Ace  Drive ,Dallas,32.68372,-96.562471,"$293,490 "
501,20189306,N,RESI,Active,Mandatory,2022,Monthly,Less Than .5 Acre (not Zero),$57 ,Residential,,"$293,499 ",,"$293,499 ",,,10/18/2022,1,Preserve at Honey Creek,"1,004",2,1,2/0/2,0.11,No,7517 Larson  Lane ,McKinney,33.279021,-96.641359,"$293,499 "
501,20183071,$,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$120 ,Residential,,"$347,808 ",,"$293,808 ",,,10/10/2022,9,Cottonwood,"1,698",3,2,2/0/2,0.14,No,704 Sycamore ,Greenville,33.093327,-96.079738,"$293,808 "
501,20178490,$,RESI,Active,Mandatory,2018,Annually,Less Than .5 Acre (not Zero),$480 ,Residential,,"$299,500 ",,"$294,500 ",,,10/4/2022,11,Magnolia Ph 1,"1,568",4,2,2/0/2,0.165,Yes,408 Patina  Street ,Josephine,33.049204,-96.304175,"$294,500 "
501,20176635,,RESI,Active,Mandatory,2021,Annually,Less Than .5 Acre (not Zero),$500 ,Residential,,"$289,900 ",,"$294,900 ",,,10/1/2022,18,Bridgewater Phase 3B,"1,260",3,2,2/0/2,0.125,No,5313 Lavender  Drive ,Princeton,33.264733,-96.829572,"$294,900 "
501,20179114,,RESI,Active,None,2022,,1 to < 3 Acres,,Residential,,"$194,900 ",,"$294,900 ",,,10/5/2022,14,Thomas Tracts,"1,531",4,2,/0/0,2,No,9487 Old Agnes  Road ,Springtown,32.966974,-97.791087,"$294,900 "
501,20187080,N,RESI,Active,None,1975,,Less Than .5 Acre (not Zero),,Residential,,"$294,900 ",,"$294,900 ",,,10/15/2022,4,Colony 3,"2,272",4,2,2/0/2,0,No,5020 Crutchberry  Place ,The Colony,33.084964,-96.88574,"$294,900 "
501,20189355,N,RESI,Active,None,1999,,Less Than .5 Acre (not Zero),,Residential,,"$294,900 ",,"$294,900 ",,,10/18/2022,0,Western Meadows Add,"1,338",3,2,2/0/2,0.126,Yes,1717 Cedar Tree  Drive ,Fort Worth,32.865164,-97.339494,"$294,900 "
501,20176138,,RESI,Active,None,1980,,Less Than .5 Acre (not Zero),,Residential,,"$295,000 ",,"$295,000 ",,,9/30/2022,19,REEP ADD,"2,291",3,2,/2/2,0.459,No,162 Circle ,Mineola,32.664586,-95.479738,"$295,000 "
501,20177159,,RESI,Active,None,1978,,Less Than .5 Acre (not Zero),,Residential,,"$295,000 ",,"$295,000 ",,,10/3/2022,16,Friars Square Add,"1,545",4,2,2/0/2,0.181,No,7525 Portman  Avenue ,Fort Worth,32.741432,-97.192628,"$295,000 "
501,20178589,,RESI,Active,None,1979,,Less Than .5 Acre (not Zero),,Residential,,"$295,000 ",,"$295,000 ",,,10/4/2022,15,Hillside Village 4,"1,438",3,2,2/2/2000,0.126,No,810 Circle Cove  Drive ,Allen,33.09471,-96.648116,"$295,000 "
501,20178679,,RESI,Active,None,2014,,Less Than .5 Acre (not Zero),,Residential,,"$295,000 ",,"$295,000 ",,,10/4/2022,15,Parkman Road Sub #2,"1,539",3,2,2/0/2,0.27,Yes,1212 Parkman  Street ,Lufkin,31.300942,-94.709226,"$295,000 "
501,20178797,,RESI,Active,None,1987,,Less Than .5 Acre (not Zero),,Residential,,"$295,000 ",,"$295,000 ",,,10/4/2022,15,Canyon Creek,"2,169",3,2,2/2/2002,0.425,No,5 Canyon Creek  Drive ,Brownwood,31.686261,-98.955964,"$295,000 "
501,20179855,,RESI,Active,None,1979,,Less Than .5 Acre (not Zero),,Residential,,"$295,000 ",,"$295,000 ",,,10/5/2022,14,Royal Valley Estates,"1,924",4,3,/0/0,0.216,No,837 Wendy  Drive ,Grand Prairie,32.685564,-97.016154,"$295,000 "
501,20179945,$,RESI,Active,None,1964,,.5 to < 1 Acre,,Residential,,"$305,000 ",,"$295,000 ",,,10/6/2022,13,Green Hills Park Add,"1,115",3,2,1/0/0,0,No,1104 Crane  Drive ,Euless,32.852393,-97.092336,"$295,000 "
501,20180618,,RESI,Active,Mandatory,2006,Quarterly,Less Than .5 Acre (not Zero),$100 ,Residential,,"$295,000 ",,"$295,000 ",,,10/6/2022,13,Sendera Ranch,"1,414",3,2,2/0/2,0.122,No,14137 Snaffle Bit  Trail ,Fort Worth,32.987715,-97.387197,"$295,000 "
501,20180758,,RESI,Active,None,1957,,Less Than .5 Acre (not Zero),,Residential,,"$295,000 ",,"$295,000 ",,,10/6/2022,13,Waverly Park Add,"1,508",3,2,2/0/2,0.254,No,3508 Brandon  Lane ,Fort Worth,32.721702,-97.463504,"$295,000 "
501,20181040,,RESI,Active,Mandatory,2005,Quarterly,Less Than .5 Acre (not Zero),$89 ,Residential,,"$295,000 ",,"$295,000 ",,,10/7/2022,12,Quarry The,"1,518",3,2,2/0/2,0.131,No,721 Granite Ridge  Drive ,Fort Worth,32.839917,-97.373759,"$295,000 "
501,20181306,,RESI,Active,None,1966,,Less Than .5 Acre (not Zero),,Residential,,"$295,000 ",,"$295,000 ",,,10/7/2022,8,Taylor Park Add,"1,194",3,2,2/0/2,0.185,No,2315 Westwood  Drive ,Denton,33.191829,-97.145679,"$295,000 "
501,20182337,,RESI,Active,Mandatory,2019,Annually,Less Than .5 Acre (not Zero),$60 ,Residential,,"$295,000 ",,"$295,000 ",,,10/10/2022,9,Cedar Creek Add Sec II Ph III,"1,674",3,2,2/0/2,0.176,No,8806 Kiowa  Drive ,Greenville,33.088755,-96.090874,"$295,000 "
501,20182718,B,RESI,Active,None,1956,,Less Than .5 Acre (not Zero),,Residential,,"$295,000 ",,"$295,000 ",,,10/12/2022,6,Country Club Estates,"1,695",4,2,/0/0,0.305,No,5048 Kiamesha  Way ,Mesquite,32.832846,-96.655351,"$295,000 "
501,20185154,N,RESI,Active,None,1983,,Less Than .5 Acre (not Zero),,Residential,,"$295,000 ",,"$295,000 ",,,10/14/2022,5,Meadow Glen Addn Sec 2A BLK 0,"1,074",2,1,/2/0,0.09,No,304 Teakwood  Lane ,Lewisville,33.011747,-96.998214,"$295,000 "
501,20185302,N,RESI,Active,None,1984,,Less Than .5 Acre (not Zero),,Residential,,"$295,000 ",,"$295,000 ",,,10/13/2022,6,Lake Worth Heights Sub,"1,440",3,2,2/0/2,0.146,No,3816 Pueblo  Trail ,Lake Worth,32.811245,-97.44569,"$295,000 "
501,20185441,N,RESI,Active,None,1960,,Less Than .5 Acre (not Zero),,Residential,,"$295,000 ",,"$295,000 ",,,10/14/2022,5,Browning Hights East,"1,459",3,2,2/0/2,0.195,No,5329 Bonnie Wayne  Street ,Haltom City,32.828609,-97.266703,"$295,000 "
501,20185509,N,RESI,Active,None,2015,,Less Than .5 Acre (not Zero),,Residential,,"$295,000 ",,"$295,000 ",,,10/13/2022,6,Lakewood Estates Add Ph 2,"1,533",3,2,2/0/2,0.277,No,1250 Sun Dance ,Stephenville,32.230865,-98.190705,"$295,000 "
501,20185558,N,RESI,Active,None,1940,,.5 to < 1 Acre,,Residential,,"$295,000 ",,"$295,000 ",,,10/13/2022,6,Grandview Add,"3,054",4,3,0/2/2,0.56,No,2309 Avenue D ,Brownwood,31.701918,-98.990649,"$295,000 "
501,20185949,N,RESI,Active,None,1968,,Less Than .5 Acre (not Zero),,Residential,,"$295,000 ",,"$295,000 ",,,10/13/2022,6,Eastridge,"1,561",3,2,2/2/2002,0.214,No,223 Bellaire  Drive ,Denton,33.217374,-97.099097,"$295,000 "
501,20186125,N,RESI,Active,None,2023,,Less Than .5 Acre (not Zero),,Residential,,"$295,000 ",,"$295,000 ",,,10/14/2022,5,Belmont,"1,246",3,2,1/0/1,0.138,No,300  N Elliott  Avenue ,Sherman,33.644832,-96.584902,"$295,000 "
501,20186127,N,RESI,Active,None,1955,,Less Than .5 Acre (not Zero),,Residential,,"$295,000 ",,"$295,000 ",,,10/14/2022,5,Lobb-Milliorn Sub,"1,301",4,2,0/0/0,0.167,No,514 Royal  Avenue ,Grand Prairie,32.736615,-97.038022,"$295,000 "
501,20186139,N,RESI,Active,None,2022,,Less Than .5 Acre (not Zero),,Residential,,"$295,000 ",,"$295,000 ",,,10/14/2022,5,Harrell Addition,"1,356",3,2,2/0/2,0.155,No,321  N Helton ,Randolph,33.488986,-96.254496,"$295,000 "
501,20186145,N,RESI,Active,None,2022,,Less Than .5 Acre (not Zero),,Residential,,"$295,000 ",,"$295,000 ",,,10/14/2022,5,Harrell Addition,"1,356",3,2,2/0/2,0.155,No,323  N Helton ,Randolph,33.487895,-96.254344,"$295,000 "
501,20186237,N,RESI,Active,None,1969,,Less Than .5 Acre (not Zero),,Residential,,"$295,000 ",,"$295,000 ",,,10/14/2022,5,Ridgewood First Sec,"1,480",3,2,2/0/2,0.21,No,5 Westcreek  Place ,Plano,33.023156,-96.669722,"$295,000 "
501,20186470,N,RESI,Active,None,1967,,5 to < 10 Acres,,Residential,,"$295,000 ",,"$295,000 ",,,10/14/2022,5,J M MORA,"2,999",3,3,/0/0,7.1,Yes,819 Palestine St ,Alto,31.656235,-95.086322,"$295,000 "
501,20186474,N,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$126 ,Residential,,"$295,000 ",,"$295,000 ",,,10/14/2022,5,Indian Harbor Sub Sec C,"1,450",3,2,1/0/2,0.157,No,6112 Ottawa  Trail ,Mabank,32.269449,-96.113598,"$295,000 "
501,20186631,N,RESI,Active,None,1978,,Less Than .5 Acre (not Zero),,Residential,,"$295,000 ",,"$295,000 ",,,10/17/2022,2,Spring Lake Add,"1,878",3,2,2/0/2,0.169,No,1724 Spring Lake  Drive ,Arlington,32.756808,-97.134925,"$295,000 "
501,20187279,N,RESI,Active,None,1984,,Less Than .5 Acre (not Zero),,Residential,,"$295,000 ",,"$295,000 ",,,10/7/2022,12,Parkwest,"1,373",3,2,2/0/2,0.215,No,1001  W Hills  Terrace ,Saginaw,32.852614,-97.381127,"$295,000 "
501,20188107,N,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$126 ,Residential,,"$295,000 ",,"$295,000 ",,,10/14/2022,5,Indian Harbour Sec C,"1,480",3,2,1/2/2002,0.131,No,96 Indian Harbor  Drive ,Mabank,32.274276,-96.111349,"$295,000 "
501,20188281,N,RESI,Active,None,2010,,5 to < 10 Acres,,Residential,,"$295,000 ",,"$295,000 ",,,10/17/2022,2,1237,"2,072",3,2,2/2/2004,7,No,1267 Cr 205 ,Seymour,33.607996,-99.249449,"$295,000 "
501,20188936,N,RESI,Active,Mandatory,2014,Monthly,Less Than .5 Acre (not Zero),$45 ,Residential,,"$295,000 ",,"$295,000 ",,,10/18/2022,1,01 Garden Place Add Ph 02,"1,519",3,2,0/0/2,0.075,No,1727 Sully  Court ,Stephenville,32.230068,-98.218458,"$295,000 "
501,20179048,$,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$500 ,Residential,,"$336,686 ",,"$295,686 ",,,10/5/2022,14,Palmilla Springs,"1,584",4,2,2/0/2,0.1,No,2865 Bursera  Lane ,Fort Worth,32.731355,-97.521114,"$295,686 "
501,20187032,N,RESI,Active,Mandatory,2023,Annually,Less Than .5 Acre (not Zero),$250 ,Residential,,"$295,900 ",,"$295,900 ",,,10/15/2022,4,Carriage Hills Add,"1,708",4,2,2/0/2,0.229,No,7632 Lake Ridge  Parkway ,Abilene,32.365271,-99.722523,"$295,900 "
501,20182684,,RESI,Active,None,1984,,Less Than .5 Acre (not Zero),,Residential,,"$296,000 ",,"$296,000 ",,,10/10/2022,9,Oak Hollow Grand Prairie,"1,370",3,2,2/0/2,0.179,No,4613 Pendleton  Court ,Grand Prairie,32.660823,-97.044191,"$296,000 "
501,20186443,N,RESI,Active,None,2019,,Less Than .5 Acre (not Zero),,Residential,,"$296,000 ",,"$296,000 ",,,10/16/2022,3,Reserve Lindale U-2,"1,527",4,2,2/0/0,0.161,No,17404 Stacy  Street ,Lindale,32.518228,-95.39128,"$296,000 "
501,20187602,N,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$650 ,Residential,,"$296,027 ",,"$296,027 ",,,10/18/2022,1,Briarwood Hills,"1,498",3,2,2/0/2,0.11,No,2049 Pine Stone  Lane ,Forney,32.787964,-96.425935,"$296,027 "
501,20189074,N,RESI,Active,Mandatory,2022,Monthly,Less Than .5 Acre (not Zero),$57 ,Residential,,"$296,499 ",,"$296,499 ",,,10/18/2022,1,Preserve at Honey Creek,"1,266",3,2,2/0/2,0.101,No,7316 Gray Wolf  Lane ,McKinney,33.27731,-96.639509,"$296,499 "
501,20187170,N,RESI,Active,None,1996,,Less Than .5 Acre (not Zero),,Residential,,"$296,500 ",,"$296,500 ",,,10/15/2022,4,Country Club Village Add,"1,639",3,2,1/0/1,0.234,No,2207 Albert Broadfoot  Street ,Bonham,33.600662,-96.186271,"$296,500 "
501,20177931,,RESI,Active,None,2000,,Less Than .5 Acre (not Zero),,Residential,,"$297,000 ",,"$297,000 ",,,10/3/2022,14,Cedar Ridgesummercrest,"1,617",3,2,2/0/2,0.243,No,904 Beaver Creek  Drive ,Burleson,32.54898,-97.349032,"$297,000 "
501,20180303,,RESI,Active,None,1965,,Less Than .5 Acre (not Zero),,Residential,,"$297,000 ",,"$297,000 ",,,10/6/2022,13,Jones Brothers Add,"2,231",4,3,/0/0,0.248,No,4401 Stuart  Street ,Greenville,33.125622,-96.105446,"$297,000 "
501,20185725,N,RESI,Active,None,1976,,Less Than .5 Acre (not Zero),,Residential,,"$297,000 ",,"$297,000 ",,,10/14/2022,5,Windridge 1,"1,304",3,2,1/0/1,0.14,No,533 Northridge  Drive ,Allen,33.083097,-96.669254,"$297,000 "
501,20186899,N,RESI,Active,None,2022,,1 to < 3 Acres,,Residential,,"$297,000 ",,"$297,000 ",,,10/14/2022,5,PROSPERITY ESTATES,"1,699",3,2,/2/2,1.19,No,120 Kid  Road ,Boyd,33.078733,-97.565303,"$297,000 "
501,20177745,,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$360 ,Residential,,"$297,490 ",,"$297,490 ",,,10/3/2022,16,Wellington Farms,"1,450",3,2,2/0/2,0.1,No,15106 Danielle  Drive ,Dallas,32.685657,-96.56072,"$297,490 "
501,20178934,,RESI,Active,None,1950,,.5 to < 1 Acre,,Residential,,"$297,500 ",,"$297,500 ",,,10/4/2022,15,Anderson,"2,327",3,3,0/2/2,0.596,No,2073 Highland  Avenue ,Abilene,32.422967,-99.748928,"$297,500 "
501,20176922,,RESI,Active,None,2019,,Less Than .5 Acre (not Zero),,Residential,,"$297,997 ",,"$297,997 ",,,10/2/2022,17,Town,"1,400",3,2,1/0/1,0.092,No,605 Dr Martin Luther King Jr  Boulevard ,Waxahachie,32.383117,-96.841009,"$297,997 "
501,20178947,N,RESI,Active,None,1965,,Less Than .5 Acre (not Zero),,Residential,,"$297,999 ",,"$297,999 ",,,10/13/2022,6,Eastridge Park 02,"1,523",4,2,2/0/2,0.168,No,2721 Rustown  Drive ,Mesquite,32.804093,-96.642179,"$297,999 "
501,20180411,,RESI,Active,Mandatory,2022,Semi-Annual,Less Than .5 Acre (not Zero),$185 ,Residential,,"$298,000 ",,"$298,000 ",,,10/6/2022,7,Creekside Estates Ph 2,"1,460",3,2,2/0/2,0.132,No,111 Spring Creek  Lane ,Terrell,32.754436,-96.271557,"$298,000 "
501,20181120,,RESI,Active,None,1968,,1 to < 3 Acres,,Residential,,"$298,000 ",,"$298,000 ",,,10/7/2022,12,Cleburne,"1,510",3,2,2/0/2,2.61,No,1520 County Road 429 ,Cleburne,32.33487,-97.35454,"$298,000 "
501,20177522,,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$330 ,Residential,,"$298,610 ",,"$298,610 ",,,10/1/2022,18,Trailwind,"1,898",3,3,2/0/2,0,No,3225 Grimaldo  Drive ,Mesquite,32.694916,-96.450096,"$298,610 "
501,20184859,N,RESI,Active,None,2017,,Less Than .5 Acre (not Zero),,Residential,,"$298,900 ",,"$298,900 ",,,10/13/2022,6,SunnySide,"1,348",3,2,/0/0,0.301,No,507  W Star ,Denison,33.7288,-96.543148,"$298,900 "
501,20184980,,RESI,Active,None,2022,,Less Than .5 Acre (not Zero),,Residential,,"$298,990 ",,"$298,990 ",,,10/12/2022,7,Saddle Hills,"1,423",3,2,2/0/2,0.173,No,717 Hackamore  Street ,White Settlement,32.770963,-97.461817,"$298,990 "
501,20176332,$,RESI,Active,None,2003,,1 to < 3 Acres,,Residential,,"$320,000 ",,"$299,000 ",,,9/30/2022,19,Bradshaw,"1,813",2,2,0/3/3,2.02,No,3706 Fm 1252 W ,Kilgore,32.440424,-94.923785,"$299,000 "
501,20178667,$,RESI,Active,None,2019,,Less Than .5 Acre (not Zero),,Residential,,"$320,000 ",,"$299,000 ",,,10/6/2022,13,Worth Hills Add,"1,985",4,3,2/0/2,0.161,No,3222 Roosevelt  Avenue ,Fort Worth,32.804701,-97.367595,"$299,000 "
501,20179229,,RESI,Active,Mandatory,2007,Quarterly,Less Than .5 Acre (not Zero),$97 ,Residential,,"$299,000 ",,"$299,000 ",,,10/7/2022,12,Spring Meadows Ph 1,"1,519",3,2,2/0/2,0.152,No,550 Laurel  Lane ,Fate,32.944066,-96.373054,"$299,000 "
501,20180631,,RESI,Active,None,2000,,3 to < 5 Acres,,Residential,,"$299,000 ",,"$299,000 ",,,10/7/2022,12,NA,"1,760",3,2,/0/0,3.558,No,4926 County Road 3110 ,Campbell,33.09132,-95.963691,"$299,000 "
501,20181376,,RESI,Active,None,2000,,Less Than .5 Acre (not Zero),,Residential,,"$299,000 ",,"$299,000 ",,,10/8/2022,11,Alsbury Meadows,"1,539",3,2,2/0/2,0.18,No,1017 Rolling Meadows ,Burleson,32.565966,-97.331628,"$299,000 "
501,20182295,,RESI,Active,Mandatory,2019,Semi-Annual,Less Than .5 Acre (not Zero),$169 ,Residential,,"$299,000 ",,"$299,000 ",,,10/8/2022,11,Canyon Creek II,"1,602",3,2,2/0/2,0.316,No,5112 Terlingua  Drive #Granbury ,Granbury,32.394316,-97.741275,"$299,000 "
501,20182486,N,RESI,Active,None,1967,,Less Than .5 Acre (not Zero),,Residential,,"$299,000 ",,"$299,000 ",,,10/9/2022,10,Montclair 02,"1,541",3,2,1/2/2003,0.175,No,1017 Mill River  Drive ,Garland,32.854703,-96.64145,"$299,000 "
501,20182566,N,RESI,Active,None,1976,,Less Than .5 Acre (not Zero),,Residential,,"$299,000 ",,"$299,000 ",,,10/14/2022,5,Woods,"1,960",3,2,2/0/2,0.18,No,7202 Little Canyon  Road ,Dallas,32.640301,-96.948734,"$299,000 "
501,20183063,$,RESI,Active,Mandatory,1985,Annually,Less Than .5 Acre (not Zero),$190 ,Residential,,"$309,900 ",,"$299,000 ",,,10/10/2022,9,Comanche Harbor Sec B,"1,680",3,2,/2/2,0.399,No,3814 Roaring Springs  Court ,Granbury,32.411372,-97.764262,"$299,000 "
1001,20184133,,RESI,Active,None,1965,,.5 to < 1 Acre,,Residential,,"$299,000 ",,"$299,000 ",,,10/10/2022,9,Windsor Park,"2,244",4,3,0/0/0,0.611,No,1704 Emerson  Lane ,Denton,33.240434,-97.112208,"$299,000 "
1001,20185568,N,RESI,Active,None,1985,,Less Than .5 Acre (not Zero),,Residential,,"$299,000 ",,"$299,000 ",,,10/14/2022,5,Stonebrook Estates Add,"1,285",3,2,2/0/2,0.142,No,6607 Country Creek  Drive ,Arlington,32.637572,-97.116042,"$299,000 "
1001,20187448,N,RESI,Active,None,1986,,Less Than .5 Acre (not Zero),,Residential,,"$299,000 ",,"$299,000 ",,,10/16/2022,3,Meadow Creek 04,"2,378",4,2,2/0/2,0.116,No,701 Windsong ,Mesquite,32.772973,-96.57821,"$299,000 "
1001,20188078,N,RESI,Active,None,1970,,Less Than .5 Acre (not Zero),,Residential,,"$299,000 ",,"$299,000 ",,,10/17/2022,2,Williams H D,"1,380",3,1,/0/0,0.213,No,308  N Kealy  Avenue ,Lewisville,33.048311,-96.992503,"$299,000 "
1001,20188367,N,RESI,Active,None,1930,,Less Than .5 Acre (not Zero),,Residential,,"$299,000 ",,"$299,000 ",,,10/17/2022,2,Bouchie Estate,966,3,1,/0/0,0.28,No,436  N Cowan  Avenue ,Lewisville,33.050311,-97.001156,"$299,000 "
1001,20188555,N,RESI,Active,Mandatory,2022,Semi-Annual,Less Than .5 Acre (not Zero),$149 ,Residential,,"$299,000 ",,"$299,000 ",,,10/18/2022,1,Canyon Creek,"1,581",3,2,2/0/2,0.165,No,4719 Pecos  Street ,Granbury,32.397792,-97.749067,"$299,000 "
1001,20188559,N,RESI,Active,Mandatory,2022,Semi-Annual,Less Than .5 Acre (not Zero),$149 ,Residential,,"$299,000 ",,"$299,000 ",,,10/18/2022,1,Canyon Creek III,"1,648",3,2,2/0/2,0.166,No,2520 Hillcrest  Drive ,Granbury,32.398847,-97.735104,"$299,000 "
1001,20189298,N,RESI,Active,None,2022,,Less Than .5 Acre (not Zero),,Residential,,"$299,000 ",,"$299,000 ",,,10/18/2022,1,Butterfield,"1,782",3,2,2/0/2,0.145,No,3418 Seymour Ct ,Abilene,32.411374,-99.799612,"$299,000 "
1001,20176366,$,RESI,Active,None,2001,,Less Than .5 Acre (not Zero),,Residential,,"$305,000 ",,"$299,500 ",11/8/2005,,10/3/2022,16,South Meadow Add,"1,484",3,2,2/0/2,0.115,No,2308 Cap Rock  Lane ,Fort Worth,32.640597,-97.354805,"$299,500 "
1001,20177349,,RESI,Active,None,1974,,Less Than .5 Acre (not Zero),,Residential,,"$299,500 ",,"$299,500 ",,,10/3/2022,16,No,"1,970",4,2,2/0/2,0.312,No,3 Circle  Drive ,Teague,31.63144,-96.275504,"$299,500 "
1001,20177528,B,RESI,Active,None,1967,,Less Than .5 Acre (not Zero),,Residential,,"$299,500 ",,"$299,500 ",,,10/3/2022,16,South Hills Add,"2,612",4,3,2/0/2,0.285,No,3825 Minot  Avenue ,Fort Worth,32.658122,-97.37588,"$299,500 "
1001,20178025,,RESI,Active,None,1950,,.5 to < 1 Acre,,Residential,,"$299,500 ",,"$299,500 ",,,10/4/2022,15,JOHN D MERCHANT ABST,"1,393",2,2,2/0/4,0.566,No,608 Water  Street ,Seagoville,32.644346,-96.528323,"$299,500 "
1001,20182229,,RESI,Active,None,1955,,Less Than .5 Acre (not Zero),,Residential,,"$299,500 ",,"$299,500 ",,,10/8/2022,8,West Bellvue Add,"1,326",3,2,1/0/1,0.24,No,913 Brown  Trail ,Bedford,32.82858,-97.1639,"$299,500 "
1001,20185353,N,RESI,Active,None,1930,,Less Than .5 Acre (not Zero),,Residential,,"$299,500 ",,"$299,500 ",,,10/14/2022,5,Otp Whitesboro,"1,419",3,2,0/0/0,0.313,No,309  W Main  Street ,Whitesboro,33.656278,-96.909555,"$299,500 "
1001,20185459,$,RESI,Active,Mandatory,2022,Annually,Less Than .5 Acre (not Zero),$100 ,Residential,,"$307,237 ",,"$299,737 ",,,10/13/2022,6,Jacksons Run,"1,473",4,2,2/0/2,0.13,No,6409 Graceland  Drive ,Greenville,33.10909,-96.093141,"$299,737 "
1001,20176365,$,RESI,Active,None,2005,,.5 to < 1 Acre,,Residential,,"$319,900 ",,"$299,900 ",,,9/30/2022,19,Green Acres Add,"1,678",3,2,2/0/0,0,No,810 Green Acres  Lane ,Midlothian,32.48962,-96.99945,"$299,900 "
1001,20176526,N,RESI,Active,None,2000,,Less Than .5 Acre (not Zero),,Residential,,"$299,900 ",,"$299,900 ",,,10/13/2022,6,Park Glen,"2,783",4,3,2/0/2,0.3,No,7800 Rushmore  Court ,Fort Worth,32.878244,-97.276215,"$299,900 "
1001,20176861,,RESI,Active,None,1969,,Less Than .5 Acre (not Zero),,Residential,,"$299,900 ",,"$299,900 ",,,10/1/2022,18,Skyline 03 1st Sec,"1,893",3,2,2/0/0,0.21,No,1417 Meadowcrest  Drive ,Mesquite,32.782893,-96.637155,"$299,900 "
1001,20177384,,RESI,Active,None,1950,,10 to < 50 Acres,,Residential,,"$299,900 ",,"$299,900 ",,,10/3/2022,16,None,"2,331",4,2,/2/2,10.03,No,3761 & 3759 Hwy 258 W ,Iowa Park,33.855346,-98.730752,"$299,900 "
1001,20177457,,RESI,Active,None,2020,,Less Than .5 Acre (not Zero),,Residential,,"$299,900 ",,"$299,900 ",,,10/3/2022,16,Englewood Heights Add,"1,666",3,2,2/0/0,0.253,No,3121 Campbell  Street ,Fort Worth,32.714912,-97.272666,"$299,900 "
1001,20177597,,RESI,Active,None,1998,,Less Than .5 Acre (not Zero),,Residential,,"$299,900 ",,"$299,900 ",,,10/3/2022,16,Rolling Acres Add,"1,484",3,2,2/0/2,0.141,No,5805 Colebrook  Court ,Arlington,32.65569,-97.196637,"$299,900 "
1001,20177957,,RESI,Active,None,1982,,1 to < 3 Acres,,Residential,,"$299,900 ",,"$299,900 ",,,10/4/2022,15,ABST 786 TR 3E H G CATLETT,"1,643",3,2,1/2/2003,1.01,No,1804 Meadow Creek  Drive ,Crowley,32.536344,-97.391041,"$299,900 "
1001,20178642,,RESI,Active,None,2012,,Less Than .5 Acre (not Zero),,Residential,,"$299,900 ",,"$299,900 ",,,10/4/2022,15,City of Murchison,"2,173",3,2,0/2/2,0.32,No,6504 Murphy ,Murchison,32.276193,-95.748176,"$299,900 "
1001,20179070,,RESI,Active,Mandatory,2003,Monthly,Zero Lot,$232 ,Residential,,"$299,900 ",,"$299,900 ",,,10/6/2022,13,Pasquinellis Village On The Green,"1,234",2,2,2/0/2,0.03,No,4933 Stone Gate  Trail ,McKinney,33.171838,-96.683561,"$299,900 "
1001,20180199,$,RESI,Active,None,1960,,Less Than .5 Acre (not Zero),,Residential,,"$315,000 ",,"$299,900 ",,,10/7/2022,12,Briarwood Estates,"1,656",3,2,/0/0,0.209,No,1409 Ravenwood  Drive ,Arlington,32.721729,-97.139158,"$299,900 "
1001,20180723,$,RESI,Active,None,1985,,Less Than .5 Acre (not Zero),,Residential,,"$307,000 ",,"$299,900 ",,,10/8/2022,10,Woodmont Add,"1,604",4,2,2/0/2,0.165,No,6271 Woodstream  Trail ,Fort Worth,32.653335,-97.35352,"$299,900 "
1001,20180906,,RESI,Active,None,2018,,Less Than .5 Acre (not Zero),,Residential,,"$299,900 ",,"$299,900 ",,,10/6/2022,13,Mission Oaks,"1,635",3,2,2/0/2,0.194,No,13847 County Road 4200 ,Lindale,32.490944,-95.395193,"$299,900 "
1001,20181155,,RESI,Active,Mandatory,2022,Semi-Annual,Less Than .5 Acre (not Zero),$183 ,Residential,,"$299,900 ",,"$299,900 ",,,10/7/2022,12,Patriot Estates,"1,379",3,2,2/0/2,0,No,112 Son Martin  Place ,Venus,32.454608,-97.09258,"$299,900 "
1001,20181231,,RESI,Active,None,1956,,Less Than .5 Acre (not Zero),,Residential,,"$299,900 ",,"$299,900 ",,,10/7/2022,12,West Cliff,"1,300",3,1,0/0/0,0.172,No,3838 Rolinda  Drive ,Dallas,32.720703,-96.883675,"$299,900 "
